id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
5095400760,20140623T000000,337000,3,1.75,1310,12750,1,0,0,3,7,1310,0,1993,0,98059,47.4695,-122.07,1790,13500
3299200080,20141003T000000,518000,4,2.75,2440,12051,1,0,0,5,8,1440,1000,1966,0,98133,47.7456,-122.351,2030,8006
5126300770,20150217T000000,340000,3,2.5,2240,6000,2,0,0,3,8,2240,0,2003,0,98059,47.4837,-122.138,2400,6000
6383000690,20150325T000000,587100,3,2.25,1670,6414,1,0,0,4,8,1670,0,1961,0,98117,47.6921,-122.386,2130,7035
2391602650,20150410T000000,522000,3,1,1230,4600,1.5,0,0,3,7,1230,0,1929,0,98116,47.5616,-122.392,1230,4600
3157600615,20140708T000000,326500,3,1,1060,7920,1,0,0,4,7,1060,0,1968,0,98106,47.5649,-122.358,1060,7457
3630000150,20150128T000000,358500,2,1.75,1400,865,2,0,0,3,8,1110,290,2005,0,98029,47.5478,-121.999,1380,1107
8594400110,20150401T000000,335000,3,1.75,1900,36769,1,0,0,3,8,1900,0,1987,0,98092,47.3041,-122.066,1950,35847
7203101610,20140512T000000,265000,2,1,1290,2828,2,0,0,3,7,1290,0,2008,0,98053,47.6968,-122.025,1290,2628
3306200010,20140605T000000,210000,4,1.5,1920,10403,1,0,0,3,7,1370,550,1959,0,98023,47.2987,-122.366,1550,9619
5127000470,20150305T000000,292000,3,2.25,1780,9720,1,0,0,3,8,1280,500,1981,0,98059,47.4762,-122.156,1710,9790
3861470110,20140623T000000,2075000,4,3.5,4230,20377,2,0,0,3,11,4230,0,1997,0,98004,47.5954,-122.206,3980,20489
2826049108,20141028T000000,353500,2,1,800,8775,1,0,0,3,6,800,0,1942,0,98125,47.7171,-122.307,1470,8976
9544700500,20140508T000000,785000,3,2.75,3010,1842,2,0,0,3,9,3010,0,2011,0,98075,47.5836,-121.994,2950,4200
748000145,20141211T000000,335000,2,1,1070,6678,1,0,0,4,7,1070,0,1951,0,98133,47.7315,-122.357,1680,7788
2322059039,20140821T000000,238000,3,1,1470,32670,1,0,0,3,7,1020,450,1958,0,98042,47.381100000000004,-122.144,2640,24100
1326039039,20140729T000000,334550,2,1,880,12000,1,0,0,3,7,880,0,1939,0,98133,47.7436,-122.356,1960,9395
179001101,20150105T000000,135000,3,1,840,3000,1,0,0,3,5,840,0,1943,0,98178,47.494,-122.275,1010,6000
1432400095,20141106T000000,175000,3,1,1280,7572,1,0,0,4,6,1280,0,1958,0,98058,47.4491,-122.176,1170,7667
326069164,20150429T000000,840000,4,2.5,3450,43216,2,0,0,3,9,3450,0,2000,0,98072,47.7625,-122.025,3030,50481
2197600388,20141202T000000,350000,2,1.5,830,1077,2,0,0,3,7,830,0,2006,0,98122,47.6058,-122.319,830,1366
3885802134,20150109T000000,880000,4,2.5,2580,3436,2,0,0,3,8,2580,0,2013,0,98033,47.6853,-122.21,1780,5772
2426049079,20150506T000000,330000,3,1,1060,20040,1,0,0,3,6,1060,0,1943,0,98034,47.7281,-122.235,1768,10800
9542100165,20141107T000000,875000,4,3,3720,14125,1,0,0,4,9,1930,1790,1960,0,98005,47.5911,-122.177,3160,15300
2525300550,20140603T000000,225000,3,1,1200,9936,1,0,0,4,6,1200,0,1969,0,98038,47.3609,-122.029,1200,10189
2023069059,20141030T000000,790000,3,3,2840,206910,2,0,0,3,10,2840,0,1999,0,98059,47.469,-122.063,2070,25067
2171400199,20140904T000000,277554,5,2.25,2350,13000,1,0,0,3,7,2350,0,1961,0,98178,47.4939,-122.256,1570,11440
2652500285,20141028T000000,817000,3,1.5,2310,3360,1.5,0,0,3,8,1790,520,1926,0,98119,47.6431,-122.359,1930,4320
5416510710,20140505T000000,309950,4,2.75,2310,5000,2,0,0,3,7,2310,0,2006,0,98038,47.3614,-122.035,1980,5000
776600130,20140502T000000,275000,3,1.5,1180,10277,1,0,0,3,6,1180,0,1983,0,98045,47.488,-121.787,1680,11104
3750605349,20150304T000000,210500,3,1,1220,9600,1,0,0,5,7,1220,0,1958,0,98001,47.2622,-122.282,1310,9600
2023059052,20150504T000000,450000,3,1,1350,92721,1,0,0,2,6,1200,150,1946,0,98055,47.4657,-122.198,1860,8096
7518500301,20150301T000000,490000,3,1,1180,2250,1.5,0,0,3,7,1180,0,1902,0,98117,47.6779,-122.377,1320,5100
922059020,20140716T000000,242025,4,1.75,1400,54014,1.5,0,0,4,7,1400,0,1935,0,98031,47.4153,-122.184,1910,8523
7686202635,20140812T000000,185000,2,1,900,8000,1,0,0,4,6,900,0,1954,0,98198,47.4217,-122.317,1240,8000
7502700060,20141119T000000,333000,3,1.5,1260,5758,2,0,0,3,7,1260,0,1999,0,98006,47.5524,-122.139,3090,10142
1778500620,20140707T000000,1300000,4,2.25,2360,4000,2,0,0,3,9,2360,0,2013,0,98112,47.6198,-122.289,3040,4400
3904901710,20150224T000000,435500,3,2.25,1450,4789,2,0,0,3,7,1450,0,1985,0,98029,47.5665,-122.018,1560,4490
2767704603,20140609T000000,489000,3,3.5,1500,1249,2,0,0,3,8,1240,260,2004,0,98107,47.6727,-122.373,1440,1850
3818700123,20140813T000000,390000,3,2,2360,5737,2,0,0,3,8,2360,0,2003,0,98028,47.7633,-122.262,1600,9163
3204850140,20141112T000000,362000,5,2.5,2880,8216,2,0,0,3,8,2880,0,2001,0,98030,47.3747,-122.185,1960,7200
6301800020,20140506T000000,535000,3,2.5,1850,10109,2,0,0,3,8,1850,0,1991,0,98034,47.7163,-122.229,1780,9660
1088000030,20141203T000000,435000,4,2.25,1990,8548,2,0,0,3,8,1990,0,1973,0,98033,47.667,-122.178,2320,8926
4399200245,20140625T000000,276000,4,2.25,2460,11250,1,0,0,4,8,2460,0,1959,0,98002,47.3182,-122.212,1630,10216
8927600100,20140528T000000,925000,3,2.5,2690,7000,2,0,0,5,7,1840,850,1943,0,98115,47.6784,-122.277,1800,6435
2923069037,20140721T000000,210000,3,1.5,1920,61014,1,0,0,3,6,1920,0,1953,0,98038,47.4446,-122.074,1616,61014
7922720040,20150317T000000,680000,4,2.5,2880,9202,1,0,0,3,8,1780,1100,1977,0,98052,47.6658,-122.139,2500,10265
9164100035,20150429T000000,655000,1,1,1660,5422,1,0,0,4,7,830,830,1908,0,98117,47.6821,-122.388,1100,5356
2558600130,20141023T000000,379000,3,2.5,1500,7420,1,0,0,3,7,1000,500,1972,0,98034,47.7236,-122.174,1840,7272
2600100110,20141119T000000,788000,4,2.5,2680,8778,2,0,0,4,8,2680,0,1977,0,98006,47.5516,-122.161,2680,10020
5608000590,20140714T000000,929950,3,3.5,3790,10829,2,0,0,3,11,3790,0,1993,0,98027,47.5525,-122.098,3620,10989
2102700025,20141009T000000,1400000,5,3.25,4300,9270,2,0,3,3,10,2910,1390,1957,2009,98116,47.5717,-122.409,2780,6610
7217400650,20150424T000000,458500,3,1.5,1280,1920,1.5,0,0,3,7,1280,0,1905,1990,98122,47.6117,-122.301,1280,3150
9542800050,20141211T000000,287000,2,2.5,2410,7500,1,0,0,3,7,1550,860,1978,0,98023,47.3078,-122.374,1840,8800
7129300420,20141202T000000,258000,3,1.75,1040,5650,1,0,0,5,6,1040,0,1951,0,98178,47.5111,-122.256,1290,5650
2313900560,20140825T000000,554000,3,2,1830,3500,1.5,0,0,5,7,1290,540,1909,0,98116,47.573,-122.383,1530,4000
7575620750,20141222T000000,266000,3,2.25,1550,6022,2,0,0,3,8,1550,0,1989,0,98003,47.3525,-122.304,1650,5627
4038700720,20140918T000000,525126,5,2.25,1950,8025,1,0,2,3,7,1150,800,1960,0,98008,47.6159,-122.114,1780,8560
3821000100,20150320T000000,249950,4,1.75,1620,10530,1,0,0,3,7,1620,0,1968,0,98030,47.3808,-122.211,1890,9975
259800610,20150220T000000,575000,4,2.5,2280,9491,1,0,0,4,7,1290,990,1966,0,98008,47.6297,-122.117,1560,8050
3131201290,20150317T000000,900000,4,2.5,2660,3672,2,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825
8731982250,20140812T000000,268500,4,1.75,1670,8000,1,0,0,4,8,1670,0,1974,0,98023,47.3193,-122.383,1720,8000
3886000010,20140821T000000,487000,2,2.5,1470,2533,2,0,0,3,8,1470,0,2005,0,98033,47.6874,-122.165,1470,6511
5152700060,20140528T000000,465000,6,3.25,4250,23326,1,0,3,3,10,2150,2100,1967,0,98003,47.34,-122.327,3370,15983
5693501100,20140731T000000,640000,3,3,1560,1466,3,0,0,3,8,1560,0,2006,0,98103,47.6604,-122.352,1530,2975
9274200735,20150507T000000,567500,4,1.75,2190,5060,1,0,0,3,7,1190,1000,1950,0,98116,47.5846,-122.387,1510,4600
8651610660,20150429T000000,769000,4,2.5,2440,6733,2,0,0,3,9,2440,0,1999,0,98074,47.6374,-122.064,2570,6496
9238450430,20140624T000000,275000,3,1,990,9798,1,0,0,3,7,990,0,1968,0,98072,47.767,-122.164,1210,9870
1592300010,20140926T000000,600000,5,3.5,3580,21343,1.5,0,0,4,8,2140,1440,1937,0,98155,47.7646,-122.302,2430,21343
7201900370,20150505T000000,440000,3,1,1250,8412,1,0,0,4,7,1250,0,1975,0,98052,47.7012,-122.131,1840,8976
7159200005,20140507T000000,3200000,7,4.5,6210,8856,2.5,0,2,5,11,4760,1450,1910,0,98109,47.6307,-122.354,2940,5400
1138000070,20141113T000000,370000,3,1.5,1320,7201,1,0,0,3,7,1320,0,1971,0,98034,47.7126,-122.211,1380,7201
1788900380,20150212T000000,185000,2,1,1122,9100,1,0,0,4,6,1122,0,1960,0,98023,47.328,-122.341,840,9344
205000410,20140915T000000,630000,3,2.5,2320,32772,2,0,0,3,9,2320,0,1992,0,98053,47.6304,-121.988,2610,33305
9310300300,20141013T000000,411000,5,1.75,2860,12293,1,0,0,4,8,1430,1430,1947,0,98133,47.7385,-122.348,1920,18110
424049284,20141016T000000,310000,1,1.5,1120,912,3,0,0,3,7,1120,0,2011,0,98144,47.5924,-122.299,1380,3200
1821059264,20140626T000000,224000,4,1.5,1600,9289,1,0,0,4,7,1600,0,1959,0,98002,47.3107,-122.212,1540,9918
9165100230,20141222T000000,575000,3,2,2150,3880,1,0,0,3,8,1080,1070,1951,0,98117,47.6814,-122.392,2130,4000
1370804115,20141106T000000,515000,2,1,1640,5200,1,0,0,4,7,1040,600,1937,0,98199,47.6426,-122.403,1780,5040
3191000240,20140612T000000,400000,3,1.75,1590,8219,1.5,0,0,5,6,970,620,1938,0,98034,47.7146,-122.217,2030,7504
1153000040,20150429T000000,650000,4,2.5,2240,9934,1,0,0,4,8,1490,750,1968,0,98005,47.6147,-122.166,2640,11622
8732040580,20141218T000000,249000,3,2.5,1850,7200,1,0,0,3,7,1500,350,1979,0,98023,47.3063,-122.384,2140,7500
1310440590,20150413T000000,440000,3,2.5,2290,6302,2,0,0,3,9,2290,0,1997,0,98058,47.435,-122.107,2700,7500
6411600045,20141016T000000,590000,4,2.5,2240,9385,2,0,0,3,8,2240,0,1991,0,98133,47.7125,-122.332,2010,9000
952007069,20150121T000000,393500,3,1.75,1230,1441,2,0,0,3,8,1010,220,2004,0,98116,47.5626,-122.382,1170,1942
5255690100,20150421T000000,480000,4,2.5,2700,9700,1,0,0,3,8,1670,1030,1978,0,98011,47.7752,-122.198,2470,9228
9476200545,20150127T000000,270000,3,2,1350,6696,1,0,0,5,6,680,670,1944,0,98056,47.4919,-122.187,1350,6700
809001505,20140918T000000,885000,3,2,2590,3750,1.5,0,0,5,7,1790,800,1904,0,98109,47.635,-122.353,2440,4000
7972602510,20141006T000000,379900,2,1.5,1140,7620,1,0,0,4,6,1140,0,1925,0,98106,47.5277,-122.351,1300,7620
9331800580,20150310T000000,257000,2,1,1000,3700,1,0,0,3,6,800,200,1929,0,98118,47.552,-122.29,1270,5000
3056800160,20140812T000000,370500,4,2.5,1790,6120,2,0,0,3,7,1790,0,2005,0,98059,47.4829,-122.128,1950,5660
2255500123,20140820T000000,747450,3,2.5,2110,1339,2,0,0,3,8,1410,700,2014,0,98122,47.6088,-122.311,1630,2670
2379300340,20150331T000000,321500,4,2.5,1930,6228,2,0,0,3,8,1930,0,2000,0,98030,47.3572,-122.191,1930,6168
798000062,20140801T000000,286000,3,1.75,1770,9000,1,0,0,3,7,1090,680,1954,0,98168,47.4997,-122.326,1520,21141
3438503230,20141030T000000,395000,3,2.5,2510,5320,2,0,0,3,8,2510,0,2005,0,98106,47.5374,-122.357,1820,5736
5700002285,20141016T000000,495000,4,1.75,2040,3570,1,0,0,4,7,1020,1020,1917,0,98144,47.5754,-122.288,1790,4206
2114700615,20140708T000000,148000,2,1,630,4200,1,0,0,3,6,630,0,1930,0,98106,47.5329,-122.348,970,4200
1150700130,20150421T000000,275000,3,2.5,1710,7230,2,0,0,3,7,1710,0,1996,0,98003,47.2778,-122.298,1720,6537
7893203480,20150512T000000,205000,3,1.5,1420,5000,1,0,0,3,7,920,500,1987,0,98198,47.4192,-122.33,1400,7500
8011100005,20150127T000000,398500,4,2.5,2250,6064,2,0,0,3,8,2250,0,2005,0,98056,47.4956,-122.174,1520,7840
6055000430,20150327T000000,473000,4,3.5,4370,37193,2,0,3,3,8,2780,1590,1996,0,98022,47.241,-121.979,2860,39356
1328320920,20150421T000000,386000,4,2.25,2810,8560,1,0,0,3,8,1610,1200,1979,0,98058,47.4437,-122.124,2400,7600
2767704332,20140930T000000,469000,3,3.25,1390,1278,2,0,0,3,8,1140,250,2005,0,98107,47.6735,-122.375,1390,1256
5035300255,20150414T000000,450000,2,1.75,2130,6574,1,0,0,3,8,1500,630,1946,0,98199,47.6529,-122.411,2130,6275
7714000310,20140719T000000,374950,4,2.5,2790,4650,2,0,0,3,8,2790,0,2004,0,98038,47.3557,-122.026,2850,4650
3345100286,20150219T000000,560000,4,2.5,3270,24750,1,0,0,4,8,1690,1580,1979,0,98056,47.5221,-122.178,1520,13480
9465200181,20150428T000000,475000,4,1.5,2320,5534,1.5,0,0,4,7,1540,780,1915,0,98103,47.6944,-122.355,1670,5913
7702080150,20141201T000000,515000,5,2.75,2980,4502,2,0,0,3,9,2980,0,2007,0,98028,47.7698,-122.235,2850,4501
1422059039,20140828T000000,455000,4,2.75,3030,117378,1,0,0,4,8,1680,1350,1959,0,98042,47.401,-122.135,2060,110957
2212250080,20140806T000000,592100,4,2.75,2310,7851,1,0,0,4,8,1790,520,1989,0,98006,47.5473,-122.187,2230,7359
5422950040,20140725T000000,410000,5,2.75,2910,5802,2,0,0,3,7,2910,0,2006,0,98038,47.3591,-122.036,2910,5000
7715800310,20140821T000000,442500,2,2.25,1510,7280,2,0,0,3,7,1510,0,1987,0,98074,47.6264,-122.058,1510,8120
2770604104,20140604T000000,499950,3,2.5,1520,2208,2,0,0,3,8,1040,480,2007,0,98119,47.6419,-122.374,1610,1618
8691370400,20141216T000000,699900,4,2.75,2810,7302,2,0,0,3,9,2810,0,2002,0,98075,47.5985,-121.977,2820,7302
9323610260,20140825T000000,828000,4,2.5,2120,10841,1,0,0,4,8,1500,620,1979,0,98006,47.556,-122.156,3130,10950
1755700060,20140611T000000,371500,3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,98133,47.7458,-122.331,1770,7288
3856901435,20141027T000000,720000,4,2,1760,4500,1.5,0,0,5,7,1760,0,1906,0,98103,47.6711,-122.331,1740,4220
7558700030,20150413T000000,5300000,6,6,7390,24829,2,1,4,4,12,5000,2390,1991,0,98040,47.5631,-122.21,4320,24619
2780400035,20140505T000000,665000,4,2.5,2800,5900,1,0,0,3,8,1660,1140,1963,0,98115,47.6809,-122.286,2580,5900
7533800295,20140819T000000,1750000,4,3.25,3460,7749,2,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,3030,8680
455000841,20140829T000000,475000,2,1,870,7975,1,0,2,3,7,870,0,1946,0,98107,47.6698,-122.361,1080,5722
6329000185,20150329T000000,540000,3,2.5,2600,23361,1.5,1,4,3,8,2150,450,1912,0,98146,47.4997,-122.379,1700,14700
1245000685,20140625T000000,1065000,5,3.25,3370,7947,2,0,0,3,10,3370,0,2001,0,98033,47.6906,-122.202,2040,7900
8651480090,20150327T000000,692000,4,2.5,2350,9779,1,0,0,3,10,2350,0,1987,0,98074,47.6411,-122.065,2700,10441
2721059173,20150309T000000,204555,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,98092,47.2737,-122.153,2400,21715
2767604212,20141029T000000,452000,2,2.5,1260,1131,3,0,0,3,8,1260,0,2006,0,98107,47.6715,-122.384,1490,2500
2206700165,20140716T000000,450000,3,1.5,1520,7903,1,0,0,4,7,1000,520,1955,0,98006,47.5659,-122.141,1520,9830
7806210190,20141222T000000,239000,4,1.75,1500,12560,1,0,0,4,7,1000,500,1977,0,98002,47.2918,-122.197,1700,9020
2341300115,20140808T000000,235000,2,1,720,6321,1,0,0,3,6,720,0,1940,0,98118,47.551,-122.289,920,5684
6362900172,20140923T000000,499950,3,3.5,1820,1991,2,0,0,3,8,1430,390,2014,0,98144,47.596,-122.298,1550,1460
4345000090,20141105T000000,239000,3,2.5,1360,5754,2,0,0,3,7,1360,0,1994,0,98030,47.3645,-122.183,1360,7050
7214810150,20141002T000000,428000,3,1.75,2120,9350,1,0,0,3,7,1280,840,1979,0,98072,47.7562,-122.145,2200,9000
4128500380,20150427T000000,1200000,4,2.5,4280,12796,2,0,0,3,11,3400,880,1999,0,98006,47.5588,-122.124,3520,9593
1250202990,20140611T000000,881000,5,3,2510,4125,1.5,0,3,5,8,1590,920,1925,0,98144,47.5968,-122.29,2190,5415
7852030330,20140903T000000,480000,3,2.5,2270,4488,2,0,0,3,7,2270,0,1999,0,98065,47.5329,-121.879,2360,4427
9533100080,20140820T000000,781000,3,1.5,1290,8175,1,0,0,4,7,820,470,1952,0,98004,47.6296,-122.205,2130,8577
402000115,20141122T000000,263500,3,1.75,1540,6273,1,0,0,4,6,770,770,1951,0,98118,47.5305,-122.277,1140,5512
1338800365,20140507T000000,1500000,6,2.5,3560,6480,2.5,0,0,4,11,3560,0,1914,0,98112,47.627,-122.304,2780,6480
824069113,20140924T000000,545000,3,2.25,2290,14585,2,0,0,3,8,2290,0,1981,0,98075,47.5874,-122.074,1660,36961
686200840,20150422T000000,593450,4,2.25,2130,7172,2,0,0,4,8,2130,0,1964,0,98008,47.6271,-122.112,1910,7653
7950303270,20150302T000000,585000,2,1,1110,6000,1,0,0,3,7,1010,100,1951,0,98118,47.5632,-122.282,1410,3500
1826049426,20150105T000000,445000,4,2.75,2320,12368,1,0,0,3,8,1670,650,1968,0,98133,47.7373,-122.35,2070,9575
5422420140,20140611T000000,280000,3,2.5,1860,6607,2,0,0,3,7,1860,0,1989,0,98023,47.2891,-122.351,1760,6766
1898310100,20150220T000000,236775,3,2.5,1830,8372,2,0,0,3,8,1830,0,1987,0,98023,47.3116,-122.4,1770,8372
9521100031,20140618T000000,690000,3,3.25,1540,1428,3,0,0,3,9,1540,0,2013,0,98103,47.6648,-122.353,1660,3300
993001961,20140709T000000,374950,3,2.25,1390,1484,3,0,0,3,8,1390,0,2007,0,98103,47.6912,-122.343,1250,1087
2113700825,20140731T000000,172000,3,1,970,4700,1,0,0,4,6,720,250,1943,0,98106,47.5285,-122.354,1560,4600
2485000076,20150122T000000,1050000,4,3.25,3680,8580,1,0,3,5,10,1840,1840,1959,0,98136,47.5266,-122.387,2700,9100
7399000230,20150107T000000,350000,4,2.5,2260,7500,1,0,0,3,8,1460,800,1965,0,98055,47.4645,-122.196,2260,7500
993002225,20140623T000000,405000,3,2.25,1520,1245,3,0,0,3,8,1520,0,2004,0,98103,47.6907,-122.34,1520,1470
6762700376,20141126T000000,650000,3,2.75,1540,1251,2,0,0,3,8,1230,310,2002,0,98102,47.6298,-122.321,1540,1287
7922710520,20150507T000000,615000,4,2.25,1780,10260,2,0,0,3,8,1780,0,1971,0,98052,47.6647,-122.142,2360,10080
739800250,20150222T000000,269000,3,2.25,1420,7297,1,0,0,3,7,1130,290,1984,0,98031,47.4046,-122.194,1730,7419
327000100,20141022T000000,1161000,4,2.5,2960,26742,1,0,3,3,8,1480,1480,1949,1996,98115,47.6846,-122.268,2500,9460
3819750170,20150310T000000,415000,3,2.75,2080,9600,1,0,0,3,7,2080,0,1988,0,98028,47.7698,-122.238,2220,9600
795000885,20141001T000000,283000,3,1,1740,5247,1,0,0,3,7,1270,470,1947,0,98168,47.5049,-122.329,1070,5636
