x,y
427,1085.2612407574434
452,974.693617365441
495,1006.5143667297498
475,863.3202670352447
448,943.5720947983834
401,796.4151255126602
490,1063.843156123958
426,783.7819416525947
347,731.0552385545019
479,1057.0965704567227
325,634.8315376069501
417,899.728208288689
311,660.7013065520702
439,914.8769638630116
475,1006.6993283308847
462,1159.949957376102
365,820.499269529508
495,1035.112877991832
340,753.2233379379462
441,833.100574147077
404,905.0609457297745
359,828.4223620355781
368,788.5417366938022
392,862.6235043527571
451,905.2623888407604
316,529.0934202380045
451,1060.7428560414112
415,791.4899287297405
470,993.4961604912558
470,917.9158413957449
436,932.0148590328441
306,799.6008007700979
345,792.7667329314256
303,842.3466190062849
421,798.4245351706918
331,874.3567540953281
460,919.7371924221811
475,1085.2102930815204
464,1020.4918258493987
439,988.9280122935833
313,603.0798783480797
376,908.6764209902602
379,891.3707694213027
426,746.5222631298544
431,834.1326331544126
490,1021.2725177148789
329,741.848396761073
433,826.9569443447408
403,957.4214942564762
426,754.2424584518083
446,959.710514733783
398,887.2217619692237
477,914.0429383523206
472,1127.6601182259028
330,770.8651024825581
327,733.9896894310082
406,905.9715084815173
445,924.970804410705
359,813.3733519570608
415,890.3115855496612
435,951.9783133202083
335,520.029249674411
483,1039.2418514503292
334,913.3501607359215
444,939.9891967173982
479,1040.3109881542578
393,1004.4876024905736
355,732.9020358893392
492,1080.9161524645192
479,1001.5118617976991
465,971.5847898038463
420,840.392560735847
498,1127.9610873296467
300,651.0134766018933
315,725.6759825607359
348,841.5233405938243
431,955.6603585676155
354,730.9010229896496
367,688.6200385719413
419,788.9035922192073
454,992.7007011895145
405,936.3269116443848
425,826.5747198938087
380,872.1719498831135
450,956.4555888818338
330,579.3923881306984
330,701.0026190436315
422,834.4495110224435
345,712.3377536269018
397,792.1035345576875
444,929.4359517527602
346,848.5251484538682
439,983.8969869035681
462,935.2406692744029
376,820.0265501416904
493,1024.804020814606
367,737.3131570444457
416,814.657729419059
463,1052.5222643591799
417,908.9954529324165
403,760.3774946778613
357,886.4259217005656
447,978.9856684957357
352,657.9365886045994
434,944.2720008011103
472,1109.8723097394848
474,1012.1923044690809
487,1108.830933726224
444,923.1778870474961
352,905.338978995747
356,754.5187669486762
396,1001.0929697175015
497,1001.694984038136
343,749.4286157101598
487,941.4200123250882
456,920.2481694923208
454,978.3187343233342
380,730.3627381058238
333,689.5428494826552
422,892.8628531373373
350,808.9761827478202
363,735.4132678455534
477,1069.0329087073253
493,905.0820052604093
355,647.1303090263616
329,583.7486834697681
342,738.8057792121589
435,894.7588523275895
449,1029.8723055426271
462,865.3569159365186
365,722.5901374592664
448,953.3715822025638
474,1084.398142573822
324,697.5563628939736
317,714.1638665962265
307,625.2833777424105
480,1001.804365999466
414,796.9048715817443
395,953.5507221816463
407,831.5364296023768
368,806.6867006719924
389,706.5094427650604
303,673.1886679910338
409,895.6741662690888
445,1048.951405989104
303,673.2763535572523
361,717.7769997917353
343,605.5918428727427
408,878.0104063703822
347,676.442093884959
400,840.4083552945771
397,849.0216168899739
469,964.6427205842527
399,773.8341775547666
439,971.5949623476027
401,829.5145922110778
475,901.9901767923005
495,966.2379368617114
348,747.162952788067
426,824.5632126531883
435,953.6035706274113
307,751.4317954039961
386,936.341169545356
482,976.0388348170391
493,885.2928783671075
418,911.269874693261
414,986.8852380681308
393,769.407182339098
372,835.7941573908449
498,1064.2392597073056
406,949.8006220734587
380,924.7659971764228
385,822.1402253003469
490,951.2205607821836
489,1152.091615010098
362,838.5112372166504
346,840.3160834018847
300,719.9565260909174
389,858.4882279040718
476,1018.6724213434493
369,765.8954509059138
375,834.6813712863661
454,902.398052614804
400,737.6019359074052
471,1016.8549292610627
427,905.0120282277253
311,638.7687950276998
361,760.5302879405099
460,973.6794943108995
421,875.88926170764
456,1067.8095168001544
370,752.874958351988
348,829.351080414732
408,889.0857288668255
401,827.1834666075056
393,811.180087396403
373,870.887610007355
324,726.7334075828564
409,876.4401084387611
448,943.3594545185902
494,899.7487185197788
309,612.8263154144371
494,1107.5904405412755
494,953.44525478563
453,1039.6635483601824
411,897.1834926652637
361,547.749897268045
325,666.052849491531
463,862.8032990715286
496,1020.1215469698249
301,808.218379665009
399,869.6508927722498
498,1132.3163863007433
448,935.263299661441
348,658.4865441913785
485,1153.023713375518
407,877.2272944174933
363,783.9759744655106
345,749.0630412124511
303,677.8303250040218
474,902.8442705966287
449,928.2810829881996
478,1020.0576770569861
432,886.89042112189
415,906.0113155651819
396,851.9462279404615
327,663.3972320688974
335,705.3507119990622
375,745.4624434145276
341,681.9869871101407
341,636.3989589128469
355,676.6418186759971
317,741.548708653713
472,967.6989909544513
308,619.1010973181615
442,857.8896481570123
368,825.4466970250461
416,873.8097691650128
414,864.0806741839403
419,916.6085970489728
454,1036.8836035389777
375,758.3814828509285
483,1104.6643294118135
483,1081.744784100644
440,918.8867884348516
491,1120.5606078303824
324,686.094431336999
469,1007.8830990343105
500,1102.292130616625
475,886.0977133469358
305,827.9080145371057
339,855.4267253732471
462,870.4558576712664
336,734.7480728173491
391,855.663612666148
354,606.9356101728363
378,720.7721914173432
444,982.1274440836144
388,786.0814877529143
418,930.3394177734489
345,716.3663353151487
468,849.2028964910178
470,944.6087335926703
491,1045.5163698230658
472,918.1784681464006
306,695.3815144619143
372,640.2321105186006
364,847.8061036923978
305,784.2518466639447
481,991.5597247717753
428,959.3584178991968
351,789.3766301480409
421,877.6577410577846
396,809.7400786685804
367,846.9132888375317
465,868.7126538966083
434,914.2321331091254
361,874.7748795894859
434,892.7507584140731
464,959.2754731038324
496,1150.8703093259344
371,683.0023813987543
447,903.4888720132811
303,557.4708309896428
333,673.249860919914
342,703.5602741578629
398,815.0285261725621
334,675.7723042425722
397,945.8909382476102
429,849.8105866723529
428,956.269350695444
387,730.7807585810571
335,657.2333786560401
470,938.8410974860997
469,972.6984781822605
452,1037.0553036230776
475,987.28772046352606
429,885.9337486414528
423,936.4591618865155
424,889.9479941992274
425,955.6135725361197
479,988.4884836533561
384,557.1845029779518
469,926.0508242695461
327,608.4801498983948
480,1029.4757955671494
329,598.4623789733143
405,861.3022481397242
429,880.3067994622717
414,956.8281893060271
319,731.9859213042449
486,1006.6527426733585
418,825.6586164887934
450,960.3770450395604
365,742.464539205204
319,812.1146057144477
488,887.8754819479711
376,748.3187772974444
358,806.3475236059578
403,816.428106227226
417,705.3681265243029
443,1015.6389271306175
