x,y
260,-20303.30584047106
150,-40257.98355754815
230,-65813.80689847452
290,-43008.42291709005
292,60993.326899867294
207,46235.493576850924
124,-6601.82080864538
195,-32095.28389472192
260,-25305.31469361702
235,-100345.42626661189
183,-27082.47524469936
219,-52488.719074286586
156,17352.282531209377
293,-111230.78694943822
241,-40725.272926957565
137,7285.3876619826915
151,10610.841454280555
289,-54683.56634607992
165,43324.14477795162
163,-39226.035659432375
187,15141.562376226408
273,54720.921336950865
266,2655.831083991328
300,-120375.51858282591
176,-13818.74946643409
133,8373.26401344542
125,-18013.971614479706
295,45417.44126955764
182,18603.921161895913
219,-54561.513357924065
195,-10363.77986175599
266,-20995.476516092513
266,-120168.99981983371
138,5210.406799417383
212,-65604.38790635757
249,47067.30509711946
208,25317.328932043816
160,7268.905204687013
252,-44141.912923307355
122,12615.025091643725
201,32916.24069604196
300,-92560.41736184305
217,42847.15857742566
193,-4206.262389862338
143,2434.63502562793
167,-526.1010796904491
166,-29267.98490414126
299,70401.17465768561
180,36187.15880337397
194,16207.308974014117
153,-1711.6419626261218
146,59578.740601928876
296,43049.965472355674
144,29137.450320379372
278,172248.32828287015
142,37734.90308047266
300,-130969.85318476765
127,4772.737791054767
124,-32488.16924551002
122,-10877.47269696543
243,45965.50054509562
267,-22509.43713633455
184,2199.7793282774874
178,-9921.553167183587
123,876.9741635217168
206,20611.42062835672
122,31471.60561905424
271,-41884.28108263785
169,1972.5280467665925
268,-47257.78632666426
261,126882.15253023418
140,8247.287362267121
153,17785.17813288793
237,10818.811179383558
298,-71633.02327812026
167,-5920.927756330482
256,40739.556587070016
169,-44206.56900450968
163,-11093.369197640326
236,26068.09444454798
135,-5627.738163319744
182,-25988.116954528377
171,62158.44292543748
240,26648.630874505594
287,-121306.13792690916
201,9707.227089508719
266,-66149.41972128137
278,109657.40075521987
154,-54667.64017668138
157,31531.789740221924
147,-25211.737953653108
226,27179.52158770188
266,107127.48526997564
217,-69400.00625731553
221,52941.181921327945
152,-31498.41198846175
239,50853.102927980966
210,-8508.824214261042
192,51424.21713819535
198,32941.969605269
179,-26033.142055524127
277,15405.57253477946
173,-36480.976140985134
149,-28695.29664012257
124,-12623.959922880524
151,15380.494550908692
226,3792.1415560069827
211,-26914.950810651073
282,-6624.390484520863
245,49409.06863395713
226,22477.885827400798
271,64200.06340487655
221,-114404.45709108743
163,10074.940534639954
251,-9502.16749823477
186,38601.73584557287
225,8529.833000082097
288,99186.9343226361
156,7548.22160992873
166,16221.096959044255
236,-59982.57344713219
150,1643.9890249040336
298,-23776.253279859753
284,69215.88378092463
237,63692.85353533672
217,78258.32759314397
245,54394.229949888744
231,67129.48596896807
299,-45955.35623663817
195,36746.88107510422
165,43188.00674124861
140,-15924.095709269812
293,-53251.20171306356
201,-11742.246720496782
181,64974.52101992409
267,-109936.30191478257
191,-6140.2659853074465
209,224.93255751332504
236,-81487.49863569133
165,25128.089392183363
258,-42527.01351219597
189,124.52415261946601
232,-80454.49549643672
240,-114300.74592587659
252,-42126.147361214586
252,24245.112591961275
176,-3774.532225188839
201,-28047.906312533694
194,34238.53149313932
198,30892.872083489234
128,15858.241793328925
222,-127512.54611954647
248,99324.75550358243
157,-33338.647451508434
148,21432.55933540633
251,-20840.922635455623
127,31149.66306481284
166,25.766788113937537
128,-7729.7748974354345
250,19605.64059737072
245,94980.39071048054
140,513.706453827298
171,-6132.487722740647
141,-20071.15617247531
175,-20066.65438595791
231,-96386.32623934989
219,-51031.505099721224
151,461.1177475905726
256,3646.63564586661
225,43130.319661100264
174,-30646.144051828596
176,-39325.68011355924
175,-27903.68511084355
292,-95903.65218518363
154,8004.840679642852
201,21701.973988761838
139,-4351.8842994348315
122,-5336.758110725396
130,13039.085610270846
171,30756.214277931165
180,-18718.46240807161
206,44408.20803357941
172,-1160.6310493148885
300,-175241.19263885348
279,216434.37628264134
291,64897.58271695722
253,-38539.38018268778
208,26928.743251867618
192,15712.164349312496
176,-30421.12378148902
139,-9344.638983771452
282,-58678.17372722374
159,20720.858593262587
263,-35398.40996648767
299,-138951.15572205113
250,-6355.289679139206
197,-18170.31480666592
216,-42210.586054453444
283,-166677.62053665193
215,3236.18742640712
300,42761.06894893841
136,-13404.369985414387
205,-28815.12787590956
209,28028.680831384325
277,-34171.30781136058
267,-179479.6207435606
162,20972.864272405783
153,14051.89837688928
282,22910.352459022448
198,22585.061168770117
227,43396.19371994509
254,92528.63409716739
194,15576.164694698635
138,-231.54782368105282
171,-3567.7318106438543
142,-16031.902357388557
134,10095.30121692379
289,45707.4570564643
157,-24700.459729950107
290,-91895.32902341784
294,-40336.434528859856
150,-26526.539176719594
283,-12943.375149298872
201,51584.71363322224
263,-31428.646733664573
150,-9176.980565276977
167,38417.8961605736
131,-5598.833481986294
243,-25892.846693498133
238,-12616.093664808146
132,-20761.35008562776
227,44479.936503471064
291,42609.27467778529
240,57215.7289990822
255,-59925.24434298702
184,-19119.24443182515
275,60949.24454817258
297,35579.43313202231
213,-18612.522215108835
233,-1409.2530663431799
122,4336.540467128034
285,127726.33345668417
234,-43994.07754887405
269,42478.747643766845
269,-97160.64856641887
206,33044.70825925468
198,-3717.550039778337
234,-95849.72493170199
158,-11128.70829894055
219,5845.142233051016
162,29594.00715779003
132,-7390.214805094385
149,3360.405864194647
282,78767.80566559269
261,-59873.15967762801
209,32850.29808378713
236,40201.178894576944
200,40917.30808933344
180,2344.4233013595485
261,1334.6542233841653
145,143.35873521724227
174,47657.81601705299
179,-41063.28210604673
136,2422.283674930034
163,39336.29110560989
270,21302.61241932691
211,46079.499864101555
243,-86030.88361980216
184,16716.62572103113
188,23720.670161264334
140,10297.266627040946
238,11719.892357590159
273,-1092.7105271439714
276,-10520.221696727327
134,-30123.403347165626
130,-28987.781146186127
179,21219.09740426223
291,-3336.236158922131
241,33272.94555446584
197,17418.35941504585
147,-6337.5056803617035
281,41620.06294444075
244,58952.622768134264
130,8809.40727439259
175,-16287.158563477049
217,15585.955002745528
