id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
9528102996,2014-12-07T00:00:00Z,549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32
1189001180,2014-06-03T00:00:00Z,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297
3253500160,2014-11-20T00:00:00Z,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304
3394100030,2014-09-09T00:00:00Z,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192
3717000160,2014-10-09T00:00:00Z,287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257
1274500060,2014-08-25T00:00:00Z,204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11
1802000060,2014-06-12T00:00:00Z,1330000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215
1525059190,2014-09-12T00:00:00Z,1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16
1049000060,2015-01-05T00:00:00Z,325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179
8820901275,2014-06-10T00:00:00Z,571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287
5416510140,2014-07-10T00:00:00Z,360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036
3444100400,2015-03-16T00:00:00Z,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073
3276920270,2014-11-05T00:00:00Z,832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987
4036801170,2014-10-13T00:00:00Z,380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125
2391600320,2015-04-20T00:00:00Z,480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394
6300000287,2014-06-09T00:00:00Z,410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34
1531000030,2015-03-23T00:00:00Z,720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025
5104520400,2014-12-02T00:00:00Z,390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008
7437100340,2014-12-22T00:00:00Z,360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031
9418400240,2014-10-28T00:00:00Z,355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291
1523059105,2015-01-28T00:00:00Z,356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149
1133000671,2014-06-02T00:00:00Z,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31
4232902595,2014-11-14T00:00:00Z,940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365
2599001200,2014-11-03T00:00:00Z,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189
3342103156,2014-06-18T00:00:00Z,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199
1332700270,2014-05-19T00:00:00Z,215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194
3869900162,2014-09-04T00:00:00Z,335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387
2791500270,2014-05-22T00:00:00Z,243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372
5036300431,2015-03-11T00:00:00Z,1100000,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391
4168000060,2015-02-26T00:00:00Z,153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351
6021501535,2014-07-25T00:00:00Z,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386
6021501535,2014-12-23T00:00:00Z,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386
1483300570,2014-09-08T00:00:00Z,905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249
3422049190,2015-03-30T00:00:00Z,247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277
1099611230,2014-09-12T00:00:00Z,199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378
722079104,2014-07-11T00:00:00Z,314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958
7338200240,2014-05-16T00:00:00Z,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714
1952200240,2014-06-11T00:00:00Z,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315
5200100125,2014-10-27T00:00:00Z,555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372
7214720075,2014-12-12T00:00:00Z,699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08
2450000295,2014-10-07T00:00:00Z,1090000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196
6197800045,2014-09-24T00:00:00Z,290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184
1328310370,2015-04-02T00:00:00Z,375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133
546000875,2014-05-23T00:00:00Z,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38
3530510041,2014-07-23T00:00:00Z,188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322
1853000400,2015-03-05T00:00:00Z,680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082
3134100116,2014-08-27T00:00:00Z,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109
9545230140,2014-07-25T00:00:00Z,597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053
3362400511,2015-03-04T00:00:00Z,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349
2525310310,2014-09-16T00:00:00Z,272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031
6126500060,2014-11-24T00:00:00Z,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295
8961960160,2014-10-28T00:00:00Z,480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253
3626039325,2014-11-21T00:00:00Z,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368
3362400431,2014-06-26T00:00:00Z,518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347
4060000240,2014-06-23T00:00:00Z,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248
3454800060,2015-01-08T00:00:00Z,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303
1695900060,2015-05-11T00:00:00Z,535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294
7278700070,2015-01-02T00:00:00Z,660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386
6675500070,2014-11-19T00:00:00Z,391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226
3626039187,2015-04-06T00:00:00Z,395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364
3524049083,2014-11-04T00:00:00Z,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266
3275860240,2014-06-18T00:00:00Z,770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098
4389200955,2015-03-02T00:00:00Z,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212
4058801670,2014-07-17T00:00:00Z,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244
8732020310,2014-07-17T00:00:00Z,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39
2331300505,2014-06-13T00:00:00Z,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352
7853210060,2015-04-06T00:00:00Z,430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85
3668000070,2015-01-05T00:00:00Z,212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152
9545240070,2015-04-28T00:00:00Z,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054
1243100136,2014-06-12T00:00:00Z,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072
8929000270,2014-05-12T00:00:00Z,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998
2767602356,2015-01-26T00:00:00Z,675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38
921049315,2014-08-13T00:00:00Z,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296
3655000070,2014-08-05T00:00:00Z,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299
4027700812,2014-05-29T00:00:00Z,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266
3992700335,2014-07-07T00:00:00Z,382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287
2767603505,2014-05-07T00:00:00Z,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381
4232901525,2014-06-27T00:00:00Z,665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358
1777500060,2014-07-08T00:00:00Z,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128
1432900240,2015-05-08T00:00:00Z,205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171
6140100875,2015-04-15T00:00:00Z,420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351
6071600370,2015-02-27T00:00:00Z,500000,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174
1526069017,2014-12-03T00:00:00Z,921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026
809001525,2014-06-25T00:00:00Z,890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353
3224079105,2014-08-06T00:00:00Z,430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943
8075400570,2014-10-30T00:00:00Z,258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286
1994200024,2014-11-04T00:00:00Z,511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336
3362900810,2014-08-20T00:00:00Z,532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353
1324300398,2015-04-09T00:00:00Z,560000,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359
537000445,2015-03-31T00:00:00Z,282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,98003,47.3255,-122.304
7855801670,2015-04-01T00:00:00Z,2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162
7920100045,2014-05-16T00:00:00Z,350000,1,1,700,5100,1,0,0,3,7,700,0,1942,0,98115,47.679,-122.3
8960000030,2014-07-28T00:00:00Z,215000,3,1,1180,7669,1,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176
6388930390,2014-11-20T00:00:00Z,650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.172
8731900200,2014-08-07T00:00:00Z,320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369
8029200135,2014-11-13T00:00:00Z,247000,3,2,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.996
1081200350,2014-10-03T00:00:00Z,320000,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118
84000105,2014-05-07T00:00:00Z,255000,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,98146,47.4877,-122.335
3756500060,2015-03-09T00:00:00Z,438000,3,1.75,1780,9660,1,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193
7215720160,2015-03-04T00:00:00Z,900000,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023
3574800520,2014-06-20T00:00:00Z,441000,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.224
2617300160,2014-08-12T00:00:00Z,420000,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,98027,47.4582,-122.023
2558660270,2014-12-08T00:00:00Z,370000,3,1.75,1580,7000,1,0,0,3,7,1180,400,1976,0,98034,47.7209,-122.168
2009000370,2015-02-19T00:00:00Z,269950,2,1.75,1340,7250,1,0,0,5,5,700,640,1949,0,98198,47.408,-122.327
1836980160,2015-03-24T00:00:00Z,807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125
3261020370,2014-06-05T00:00:00Z,653000,3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.231
1755700060,2014-06-11T00:00:00Z,371500,3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,98133,47.7458,-122.331
4330600435,2015-03-16T00:00:00Z,284000,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,0,98166,47.4776,-122.337
9542800700,2015-01-02T00:00:00Z,272000,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,0,98023,47.3026,-122.374
1999700045,2014-05-02T00:00:00Z,313000,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,98133,47.7658,-122.339
1762600070,2015-01-16T00:00:00Z,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,98033,47.6477,-122.182
1687900520,2014-09-29T00:00:00Z,673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125
7234600798,2015-02-10T00:00:00Z,425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,98122,47.6106,-122.31
3881900445,2014-07-09T00:00:00Z,399950,5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,98144,47.5868,-122.308
2254502445,2014-05-30T00:00:00Z,385000,3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,98122,47.6101,-122.307
5437810320,2014-11-17T00:00:00Z,269950,3,1.5,1950,7560,1,0,2,4,7,1320,630,1975,0,98022,47.1976,-121.999
9158100075,2015-01-07T00:00:00Z,330000,2,1,1350,8220,1,0,0,3,7,1060,290,1949,0,98177,47.7224,-122.358
3830630310,2014-07-25T00:00:00Z,260000,3,2.5,1670,5797,2,0,0,3,7,1670,0,1988,0,98030,47.3505,-122.179
8123100045,2015-04-14T00:00:00Z,470000,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,98126,47.5384,-122.376
3127200041,2014-06-13T00:00:00Z,589000,4,3,2440,9600,2,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2
6661200320,2014-07-23T00:00:00Z,163500,2,1.5,1050,3419,2,0,0,3,7,1050,0,1996,0,98038,47.3848,-122.039
11510310,2014-09-05T00:00:00Z,835000,4,2.75,3130,13412,2,0,0,3,9,2140,990,1993,0,98052,47.6993,-122.102
825059270,2014-11-21T00:00:00Z,1100000,5,3,4090,12850,1,0,2,4,10,2090,2000,1986,0,98033,47.6627,-122.188
8731951370,2015-04-15T00:00:00Z,269000,4,1.75,1490,10000,1,0,0,4,8,1100,390,1969,0,98023,47.3099,-122.379
1954440060,2014-05-05T00:00:00Z,560000,3,2.5,1900,8744,2,0,0,3,8,1900,0,1987,0,98074,47.62,-122.043
2264500350,2015-04-18T00:00:00Z,615000,4,1,1330,2400,1.5,0,0,4,6,1330,0,1901,0,98103,47.65,-122.34
1115810060,2014-12-05T00:00:00Z,585188,3,2.25,2230,10026,1,0,0,3,8,1430,800,1975,0,98052,47.6647,-122.153
9477200200,2014-08-18T00:00:00Z,305000,3,1.75,1650,9480,1,0,0,3,7,1220,430,1977,0,98034,47.726,-122.191
1432600560,2014-11-05T00:00:00Z,166950,3,1,1190,8820,1,0,0,3,6,1190,0,1959,0,98058,47.4616,-122.184
2287000060,2014-09-12T00:00:00Z,799000,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,98040,47.5505,-122.219
3663500060,2014-06-25T00:00:00Z,400000,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,98133,47.7606,-122.336
3996900125,2014-12-01T00:00:00Z,230000,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,98155,47.7481,-122.3
7796450200,2014-05-15T00:00:00Z,256883,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347
7549802535,2014-11-11T00:00:00Z,423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,0,98108,47.5511,-122.312
3278600320,2014-07-23T00:00:00Z,465000,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,98126,47.5488,-122.372
2824079053,2015-01-13T00:00:00Z,440000,3,2.5,1910,66211,2,0,0,3,7,1910,0,1997,0,98024,47.5385,-121.911
1222069094,2014-10-14T00:00:00Z,385000,3,1.75,1350,155073,1,0,0,4,7,1350,0,1969,0,98038,47.4058,-121.994
3542300060,2015-03-11T00:00:00Z,210000,3,1,860,11725,1,0,0,4,6,860,0,1943,0,98056,47.5093,-122.184
2222059065,2014-11-12T00:00:00Z,297000,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,98042,47.3777,-122.165
7551300060,2014-07-16T00:00:00Z,470000,3,1,1010,5000,1,0,0,3,7,1010,0,1952,0,98107,47.675,-122.394
100600550,2014-08-04T00:00:00Z,226500,3,1.5,1300,7370,1,0,0,4,7,900,400,1976,0,98023,47.3025,-122.37
3211100860,2015-03-03T00:00:00Z,274250,3,1,910,8450,1,0,0,4,6,910,0,1962,0,98059,47.4787,-122.158
